-1,0,0,0.65
-0.031728,-0.98431,0.17356,0.027661
0,-0.17365,-0.98481,0.72632
0,0,0,1
t,h,3
0.9995,-0.031246,0.0055095,0.65
-0.031728,-0.98431,0.17356,0.027661
0,-0.17365,-0.98481,0.72632
0,0,0,1
t,h,2
-1,0,0,0.65
0,0.98481,-0.17365,0.038264
0,-0.17365,-0.98481,0.71959
0,0,0,1
t,h,3
-1,0,0,0.65
0,0.98481,-0.17365,0.038264
0,-0.17365,-0.98481,0.71959
0,0,0,1
t,h,2
-1,0,0,0.65
0,0.98481,-0.17365,0.038264
0,-0.17365,-0.98481,0.71959
0,0,0,1
t,h,3
-1,0,0,0.65
0,0.98481,-0.17365,0.038264
0,-0.17365,-0.98481,0.71959
0,0,0,1
t,h,2
-0.9995,-0.031246,0.0055095,0.65
-0.031728,0.98431,-0.17356,0.043228
0,-0.17365,-0.98481,0.71574
0,0,0,1
t,h,3
-0.9995,-0.031246,0.0055095,0.65
-0.031728,0.98431,-0.17356,0.043228
0,-0.17365,-0.98481,0.71574
0,0,0,1
t,h,2
-0.99799,-0.06246,0.011013,0.65
-0.063424,0.98283,-0.1733,0.04794
0,-0.17365,-0.98481,0.71159
0,0,0,1
t,h,3
-0.99799,-0.06246,0.011013,0.65
-0.063424,0.98283,-0.1733,0.04794
0,-0.17365,-0.98481,0.71159
0,0,0,1
t,h,2
-0.99547,-0.093612,0.016506,0.65
-0.095056,0.98035,-0.17286,0.052382
0,-0.17365,-0.98481,0.70715
0,0,0,1
t,h,3
-0.99547,-0.093612,0.016506,0.65
-0.095056,0.98035,-0.17286,0.052382
0,-0.17365,-0.98481,0.70715
0,0,0,1
t,h,2
-0.99195,-0.12467,0.021983,0.65
-0.12659,0.97688,-0.17225,0.056537
0,-0.17365,-0.98481,0.70243
0,0,0,1
t,h,3
-0.99195,-0.12467,0.021983,0.65
-0.12659,0.97688,-0.17225,0.056537
0,-0.17365,-0.98481,0.70243
0,0,0,1
t,h,2
-0.98744,-0.1556,0.027437,0.65
-0.158,0.97244,-0.17147,0.060387
0,-0.17365,-0.98481,0.69747
0,0,0,1
t,h,3
-0.98744,-0.1556,0.027437,0.65
-0.158,0.97244,-0.17147,0.060387
0,-0.17365,-0.98481,0.69747
0,0,0,1
t,h,2
-0.98193,-0.18638,0.032863,0.65
-0.18925,0.96701,-0.17051,0.063918
0,-0.17365,-0.98481,0.69228
0,0,0,1
t,h,3
-0.98193,-0.18638,0.032863,0.65
-0.18925,0.96701,-0.17051,0.063918
0,-0.17365,-0.98481,0.69228
0,0,0,1
t,h,2
-0.97543,-0.21696,0.038257,0.65
-0.22031,0.96061,-0.16938,0.067116
0,-0.17365,-0.98481,0.68687
0,0,0,1
t,h,3
-0.97543,-0.21696,0.038257,0.65
-0.22031,0.96061,-0.16938,0.067116
0,-0.17365,-0.98481,0.68687
0,0,0,1
t,h,2
-0.96795,-0.24733,0.043611,0.65
-0.25115,0.95324,-0.16808,0.069968
0,-0.17365,-0.98481,0.68127
0,0,0,1
t,h,3
-0.96795,-0.24733,0.043611,0.65
-0.25115,0.95324,-0.16808,0.069968
0,-0.17365,-0.98481,0.68127
0,0,0,1
t,h,2
-0.95949,-0.27745,0.048922,0.65
-0.28173,0.94492,-0.16661,0.072463
0,-0.17365,-0.98481,0.67551
0,0,0,1
t,h,3
-0.95949,-0.27745,0.048922,0.65
-0.28173,0.94492,-0.16661,0.072463
0,-0.17365,-0.98481,0.67551
0,0,0,1
t,h,2
-0.95007,-0.30729,0.054184,0.65
-0.31203,0.93564,-0.16498,0.074591
0,-0.17365,-0.98481,0.66959
0,0,0,1
t,h,3
-0.95007,-0.30729,0.054184,0.65
-0.31203,0.93564,-0.16498,0.074591
0,-0.17365,-0.98481,0.66959
0,0,0,1
t,h,2
-0.93969,-0.33682,0.059391,0.65
-0.34202,0.92542,-0.16318,0.076344
0,-0.17365,-0.98481,0.66356
0,0,0,1
t,h,3
-0.93969,-0.33682,0.059391,0.65
-0.34202,0.92542,-0.16318,0.076344
0,-0.17365,-0.98481,0.66356
0,0,0,1
t,h,2
-0.92837,-0.36602,0.064539,0.65
-0.37166,0.91426,-0.16121,0.077714
0,-0.17365,-0.98481,0.65743
0,0,0,1
t,h,3
-0.92837,-0.36602,0.064539,0.65
-0.37166,0.91426,-0.16121,0.077714
0,-0.17365,-0.98481,0.65743
0,0,0,1
t,h,2
-0.91611,-0.39484,0.069621,0.65
-0.40093,0.90219,-0.15908,0.078697
0,-0.17365,-0.98481,0.65123
0,0,0,1
t,h,3
-0.91611,-0.39484,0.069621,0.65
-0.40093,0.90219,-0.15908,0.078697
0,-0.17365,-0.98481,0.65123
0,0,0,1
t,h,2
-0.90293,-0.42327,0.074633,0.65
-0.42979,0.88921,-0.15679,0.079288
0,-0.17365,-0.98481,0.64497
0,0,0,1
t,h,3
-0.90293,-0.42327,0.074633,0.65
-0.42979,0.88921,-0.15679,0.079288
0,-0.17365,-0.98481,0.64497
0,0,0,1
t,h,2
-0.88884,-0.45127,0.07957,0.65
-0.45823,0.87533,-0.15434,0.079485
0,-0.17365,-0.98481,0.63869
0,0,0,1
t,h,3
-0.88884,-0.45127,0.07957,0.65
-0.45823,0.87533,-0.15434,0.079485
0,-0.17365,-0.98481,0.63869
0,0,0,1
t,h,2
0.47227,-0.86806,0.15306,0.65
-0.88145,-0.4651,0.082009,-0.12051
0,-0.17365,-0.98481,0.63869
0,0,0,1
t,h,3
0.47227,-0.86806,0.15306,0.65
-0.88145,-0.4651,0.082009,-0.12051
0,-0.17365,-0.98481,0.63869
0,0,0,1
t,h,2
0.5,-0.85287,0.15038,0.65
-0.86603,-0.4924,0.086824,-0.12032
0,-0.17365,-0.98481,0.64497
0,0,0,1
t,h,3
0.5,-0.85287,0.15038,0.65
-0.86603,-0.4924,0.086824,-0.12032
0,-0.17365,-0.98481,0.64497
0,0,0,1
t,h,2
0.52723,-0.83682,0.14755,0.65
-0.84973,-0.51922,0.091552,-0.11973
0,-0.17365,-0.98481,0.65123
0,0,0,1
t,h,3
0.52723,-0.83682,0.14755,0.65
-0.84973,-0.51922,0.091552,-0.11973
0,-0.17365,-0.98481,0.65123
0,0,0,1
t,h,2
0.55392,-0.81992,0.14457,0.65
-0.83257,-0.5455,0.096187,-0.11874
0,-0.17365,-0.98481,0.65743
0,0,0,1
t,h,3
0.55392,-0.81992,0.14457,0.65
-0.83257,-0.5455,0.096187,-0.11874
0,-0.17365,-0.98481,0.65743
0,0,0,1
t,h,2
0.58006,-0.8022,0.14145,0.65
-0.81458,-0.57124,0.10073,-0.11737
0,-0.17365,-0.98481,0.66356
0,0,0,1
t,h,3
0.58006,-0.8022,0.14145,0.65
-0.81458,-0.57124,0.10073,-0.11737
0,-0.17365,-0.98481,0.66356
0,0,0,1
t,h,2
0.60561,-0.78367,0.13818,0.65
-0.79576,-0.59641,0.10516,-0.11562
0,-0.17365,-0.98481,0.66959
0,0,0,1
t,h,3
0.60561,-0.78367,0.13818,0.65
-0.79576,-0.59641,0.10516,-0.11562
0,-0.17365,-0.98481,0.66959
0,0,0,1
t,h,2
0.63055,-0.76436,0.13478,0.65
-0.77615,-0.62097,0.10949,-0.11349
0,-0.17365,-0.98481,0.67551
0,0,0,1
t,h,3
0.63055,-0.76436,0.13478,0.65
-0.77615,-0.62097,0.10949,-0.11349
0,-0.17365,-0.98481,0.67551
0,0,0,1
t,h,2
0.65486,-0.74427,0.13123,0.65
-0.75575,-0.64491,0.11372,-0.111
0,-0.17365,-0.98481,0.68127
0,0,0,1
t,h,3
0.65486,-0.74427,0.13123,0.65
-0.75575,-0.64491,0.11372,-0.111
0,-0.17365,-0.98481,0.68127
0,0,0,1
t,h,2
0.67851,-0.72343,0.12756,0.65
-0.73459,-0.6682,0.11782,-0.10814
0,-0.17365,-0.98481,0.68687
0,0,0,1
t,h,3
0.67851,-0.72343,0.12756,0.65
-0.73459,-0.6682,0.11782,-0.10814
0,-0.17365,-0.98481,0.68687
0,0,0,1
t,h,2
0.70147,-0.70187,0.12376,0.65
-0.71269,-0.69082,0.12181,-0.10495
0,-0.17365,-0.98481,0.69228
0,0,0,1
t,h,3
0.70147,-0.70187,0.12376,0.65
-0.71269,-0.69082,0.12181,-0.10495
0,-0.17365,-0.98481,0.69228
0,0,0,1
t,h,2
0.72373,-0.6796,0.11983,0.65
-0.69008,-0.71274,0.12568,-0.10142
0,-0.17365,-0.98481,0.69747
0,0,0,1
t,h,3
0.72373,-0.6796,0.11983,0.65
-0.69008,-0.71274,0.12568,-0.10142
0,-0.17365,-0.98481,0.69747
0,0,0,1
t,h,2
0.74526,-0.65664,0.11578,0.65
-0.66677,-0.73394,0.12941,-0.097566
0,-0.17365,-0.98481,0.70243
0,0,0,1
t,h,3
0.74526,-0.65664,0.11578,0.65
-0.66677,-0.73394,0.12941,-0.097566
0,-0.17365,-0.98481,0.70243
0,0,0,1
t,h,2
0.76604,-0.63302,0.11162,0.65
-0.64279,-0.75441,0.13302,-0.093412
0,-0.17365,-0.98481,0.70715
0,0,0,1
t,h,3
0.76604,-0.63302,0.11162,0.65
-0.64279,-0.75441,0.13302,-0.093412
0,-0.17365,-0.98481,0.70715
0,0,0,1
t,h,2
0.78605,-0.60877,0.10734,0.65
-0.61816,-0.77411,0.1365,-0.088969
0,-0.17365,-0.98481,0.71159
0,0,0,1
t,h,3
0.78605,-0.60877,0.10734,0.65
-0.61816,-0.77411,0.1365,-0.088969
0,-0.17365,-0.98481,0.71159
0,0,0,1
t,h,2
0.80527,-0.5839,0.10296,0.65
-0.59291,-0.79304,0.13983,-0.084257
0,-0.17365,-0.98481,0.71574
0,0,0,1
t,h,3
0.80527,-0.5839,0.10296,0.65
-0.59291,-0.79304,0.13983,-0.084257
0,-0.17365,-0.98481,0.71574
0,0,0,1
t,h,2
0.82368,-0.55844,0.098469,0.65
-0.56706,-0.81116,0.14303,-0.079293
0,-0.17365,-0.98481,0.71959
0,0,0,1
t,h,3
0.82368,-0.55844,0.098469,0.65
-0.56706,-0.81116,0.14303,-0.079293
0,-0.17365,-0.98481,0.71959
0,0,0,1
t,h,2
0.84125,-0.53243,0.093881,0.65
-0.54064,-0.82847,0.14608,-0.074097
0,-0.17365,-0.98481,0.72313
0,0,0,1
t,h,3
0.84125,-0.53243,0.093881,0.65
-0.54064,-0.82847,0.14608,-0.074097
0,-0.17365,-0.98481,0.72313
0,0,0,1
t,h,2
0.85798,-0.50587,0.089199,0.65
-0.51368,-0.84495,0.14899,-0.06869
0,-0.17365,-0.98481,0.72632
0,0,0,1
t,h,3
0.85798,-0.50587,0.089199,0.65
-0.51368,-0.84495,0.14899,-0.06869
0,-0.17365,-0.98481,0.72632
0,0,0,1
t,h,2
0.87385,-0.47881,0.084427,0.65
-0.4862,-0.86057,0.15174,-0.063093
0,-0.17365,-0.98481,0.72917
0,0,0,1
t,h,3
0.87385,-0.47881,0.084427,0.65
-0.4862,-0.86057,0.15174,-0.063093
0,-0.17365,-0.98481,0.72917
0,0,0,1
t,h,2
0.88884,-0.45127,0.07957,0.65
-0.45823,-0.87533,0.15434,-0.057327
0,-0.17365,-0.98481,0.73167
0,0,0,1
t,h,3
0.88884,-0.45127,0.07957,0.65
-0.45823,-0.87533,0.15434,-0.057327
0,-0.17365,-0.98481,0.73167
0,0,0,1
t,h,2
0.90293,-0.42327,0.074633,0.65
-0.42979,-0.88921,0.15679,-0.051416
0,-0.17365,-0.98481,0.7338
0,0,0,1
t,h,3
0.90293,-0.42327,0.074633,0.65
-0.42979,-0.88921,0.15679,-0.051416
0,-0.17365,-0.98481,0.7338
0,0,0,1
t,h,2
0.91611,-0.39484,0.069621,0.65
-0.40093,-0.90219,0.15908,-0.045383
0,-0.17365,-0.98481,0.73555
0,0,0,1
t,h,3
0.91611,-0.39484,0.069621,0.65
-0.40093,-0.90219,0.15908,-0.045383
0,-0.17365,-0.98481,0.73555
0,0,0,1
t,h,2
0.92837,-0.36602,0.064539,0.65
-0.37166,-0.91426,0.16121,-0.039253
0,-0.17365,-0.98481,0.73692
0,0,0,1
t,h,3
0.92837,-0.36602,0.064539,0.65
-0.37166,-0.91426,0.16121,-0.039253
0,-0.17365,-0.98481,0.73692
0,0,0,1
t,h,2
0.93969,-0.33682,0.059391,0.65
-0.34202,-0.92542,0.16318,-0.033048
0,-0.17365,-0.98481,0.7379
0,0,0,1
t,h,3
0.93969,-0.33682,0.059391,0.65
-0.34202,-0.92542,0.16318,-0.033048
0,-0.17365,-0.98481,0.7379
0,0,0,1
t,h,2
0.95007,-0.30729,0.054184,0.65
-0.31203,-0.93564,0.16498,-0.026794
0,-0.17365,-0.98481,0.7385
0,0,0,1
t,h,3
0.95007,-0.30729,0.054184,0.65
-0.31203,-0.93564,0.16498,-0.026794
0,-0.17365,-0.98481,0.7385
0,0,0,1
t,h,2
0.95949,-0.27745,0.048922,0.65
-0.28173,-0.94492,0.16661,-0.020515
0,-0.17365,-0.98481,0.73869
0,0,0,1
t,h,3
0.95949,-0.27745,0.048922,0.65
-0.28173,-0.94492,0.16661,-0.020515
0,-0.17365,-0.98481,0.73869
0,0,0,1
t,h,2
0.96795,-0.24733,0.043611,0.65
-0.25115,-0.95324,0.16808,-0.014235
0,-0.17365,-0.98481,0.7385
0,0,0,1
t,h,3
0.96795,-0.24733,0.043611,0.65
-0.25115,-0.95324,0.16808,-0.014235
0,-0.17365,-0.98481,0.7385
0,0,0,1
t,h,2
0.97543,-0.21696,0.038257,0.65
-0.22031,-0.96061,0.16938,-0.007981
0,-0.17365,-0.98481,0.7379
0,0,0,1
t,h,3
0.97543,-0.21696,0.038257,0.65
-0.22031,-0.96061,0.16938,-0.007981
0,-0.17365,-0.98481,0.7379
0,0,0,1
t,h,2
0.98193,-0.18638,0.032863,0.65
-0.18925,-0.96701,0.17051,-0.001776
0,-0.17365,-0.98481,0.73692
0,0,0,1
t,h,3
0.98193,-0.18638,0.032863,0.65
-0.18925,-0.96701,0.17051,-0.001776
0,-0.17365,-0.98481,0.73692
0,0,0,1
t,h,2
0.98744,-0.1556,0.027437,0.65
-0.158,-0.97244,0.17147,0.004354
0,-0.17365,-0.98481,0.73555
0,0,0,1
t,h,3
0.98744,-0.1556,0.027437,0.65
-0.158,-0.97244,0.17147,0.004354
0,-0.17365,-0.98481,0.73555
0,0,0,1
t,h,2
0.99195,-0.12467,0.021983,0.65
-0.12659,-0.97688,0.17225,0.010387
0,-0.17365,-0.98481,0.7338
0,0,0,1
t,h,3
0.99195,-0.12467,0.021983,0.65
-0.12659,-0.97688,0.17225,0.010387
0,-0.17365,-0.98481,0.7338
0,0,0,1
t,h,2
0.99547,-0.093612,0.016506,0.65
-0.095056,-0.98035,0.17286,0.016298
0,-0.17365,-0.98481,0.73167
0,0,0,1
t,h,3
0.99547,-0.093612,0.016506,0.65
-0.095056,-0.98035,0.17286,0.016298
0,-0.17365,-0.98481,0.73167
0,0,0,1
t,h,2
0.99799,-0.06246,0.011013,0.65
-0.063424,-0.98283,0.1733,0.022063
0,-0.17365,-0.98481,0.72918
0,0,0,1
t,h,3
0.99799,-0.06246,0.011013,0.65
-0.063424,-0.98283,0.1733,0.022063
0,-0.17365,-0.98481,0.72918
0,0,0,1
t,h,2
0.9995,-0.031246,0.0055095,0.65
-0.031728,-0.98431,0.17356,0.027661
0,-0.17365,-0.98481,0.72632
0,0,0,1
t,h,3
0.9995,-0.031246,0.0055095,0.65
-0.031728,-0.98431,0.17356,0.027661
0,-0.17365,-0.98481,0.72632
0,0,0,1
t,h,2
